siteverkey_cat2,num_previous_months_binned,months,chosen_subs_length,subscription_summary_no_market,is_in_training
SS,14,12,24,ssc-SS_ac-14_m-12_ccsl-24,FALSE
SS,14,12,3,ssc-SS_ac-14_m-12_ccsl-3,FALSE
SS,14,12,gen,ssc-SS_ac-14_m-12_ccsl-gen,FALSE
SS,14,24,1,ssc-SS_ac-14_m-24_ccsl-1,FALSE
SS,14,24,-1,ssc-SS_ac-14_m-24_ccsl--1,FALSE
SS,14,24,12,ssc-SS_ac-14_m-24_ccsl-12,FALSE
SS,14,24,24,ssc-SS_ac-14_m-24_ccsl-24,FALSE
SS,14,24,3,ssc-SS_ac-14_m-24_ccsl-3,FALSE
SS,14,24,gen,ssc-SS_ac-14_m-24_ccsl-gen,FALSE
SS,26,1,1,ssc-SS_ac-26_m-1_ccsl-1,FALSE
SS,26,1,-1,ssc-SS_ac-26_m-1_ccsl--1,FALSE
SS,26,1,12,ssc-SS_ac-26_m-1_ccsl-12,FALSE
SS,26,1,24,ssc-SS_ac-26_m-1_ccsl-24,FALSE
SS,26,1,3,ssc-SS_ac-26_m-1_ccsl-3,FALSE
SS,26,1,gen,ssc-SS_ac-26_m-1_ccsl-gen,FALSE
SS,26,3,1,ssc-SS_ac-26_m-3_ccsl-1,FALSE
SS,26,3,-1,ssc-SS_ac-26_m-3_ccsl--1,FALSE
SS,26,3,12,ssc-SS_ac-26_m-3_ccsl-12,FALSE
SS,26,3,24,ssc-SS_ac-26_m-3_ccsl-24,FALSE
SS,26,3,3,ssc-SS_ac-26_m-3_ccsl-3,FALSE
SS,26,3,gen,ssc-SS_ac-26_m-3_ccsl-gen,FALSE
SS,26,12,1,ssc-SS_ac-26_m-12_ccsl-1,FALSE
SS,26,12,-1,ssc-SS_ac-26_m-12_ccsl--1,FALSE
SS,26,12,12,ssc-SS_ac-26_m-12_ccsl-12,FALSE
SS,26,12,24,ssc-SS_ac-26_m-12_ccsl-24,FALSE
SS,26,12,3,ssc-SS_ac-26_m-12_ccsl-3,FALSE
SS,26,12,gen,ssc-SS_ac-26_m-12_ccsl-gen,FALSE
SS,26,24,1,ssc-SS_ac-26_m-24_ccsl-1,FALSE
SS,26,24,-1,ssc-SS_ac-26_m-24_ccsl--1,FALSE
SS,26,24,12,ssc-SS_ac-26_m-24_ccsl-12,FALSE
SS,26,24,24,ssc-SS_ac-26_m-24_ccsl-24,FALSE
SS,26,24,3,ssc-SS_ac-26_m-24_ccsl-3,FALSE
SS,26,24,gen,ssc-SS_ac-26_m-24_ccsl-gen,FALSE
SS,38,1,1,ssc-SS_ac-38_m-1_ccsl-1,FALSE
SS,38,1,-1,ssc-SS_ac-38_m-1_ccsl--1,FALSE
SS,38,1,12,ssc-SS_ac-38_m-1_ccsl-12,FALSE
SS,38,1,24,ssc-SS_ac-38_m-1_ccsl-24,FALSE
SS,38,1,3,ssc-SS_ac-38_m-1_ccsl-3,FALSE
SS,38,1,gen,ssc-SS_ac-38_m-1_ccsl-gen,FALSE
SS,38,3,1,ssc-SS_ac-38_m-3_ccsl-1,FALSE
SS,38,3,-1,ssc-SS_ac-38_m-3_ccsl--1,FALSE
SS,38,3,12,ssc-SS_ac-38_m-3_ccsl-12,FALSE
SS,38,3,24,ssc-SS_ac-38_m-3_ccsl-24,FALSE
SS,38,3,3,ssc-SS_ac-38_m-3_ccsl-3,FALSE
SS,38,3,gen,ssc-SS_ac-38_m-3_ccsl-gen,FALSE
SS,38,12,1,ssc-SS_ac-38_m-12_ccsl-1,FALSE
SS,38,12,-1,ssc-SS_ac-38_m-12_ccsl--1,FALSE
SS,38,12,12,ssc-SS_ac-38_m-12_ccsl-12,FALSE
SS,38,12,24,ssc-SS_ac-38_m-12_ccsl-24,FALSE
SS,38,12,3,ssc-SS_ac-38_m-12_ccsl-3,FALSE
SS,38,12,gen,ssc-SS_ac-38_m-12_ccsl-gen,FALSE
SS,38,24,1,ssc-SS_ac-38_m-24_ccsl-1,FALSE
SS,38,24,-1,ssc-SS_ac-38_m-24_ccsl--1,FALSE
SS,38,24,12,ssc-SS_ac-38_m-24_ccsl-12,FALSE
SS,38,24,24,ssc-SS_ac-38_m-24_ccsl-24,FALSE
SS,38,24,3,ssc-SS_ac-38_m-24_ccsl-3,FALSE
SS,38,24,gen,ssc-SS_ac-38_m-24_ccsl-gen,FALSE
SS,39,1,1,ssc-SS_ac-39_m-1_ccsl-1,FALSE
SS,39,1,-1,ssc-SS_ac-39_m-1_ccsl--1,FALSE
SS,39,1,12,ssc-SS_ac-39_m-1_ccsl-12,FALSE
SS,39,1,24,ssc-SS_ac-39_m-1_ccsl-24,FALSE
SS,39,1,3,ssc-SS_ac-39_m-1_ccsl-3,FALSE
SS,39,1,gen,ssc-SS_ac-39_m-1_ccsl-gen,FALSE
SS,39,3,1,ssc-SS_ac-39_m-3_ccsl-1,FALSE
SS,39,3,-1,ssc-SS_ac-39_m-3_ccsl--1,FALSE
SS,39,3,12,ssc-SS_ac-39_m-3_ccsl-12,FALSE
SS,39,3,24,ssc-SS_ac-39_m-3_ccsl-24,FALSE
SS,39,3,3,ssc-SS_ac-39_m-3_ccsl-3,FALSE
SS,39,3,gen,ssc-SS_ac-39_m-3_ccsl-gen,FALSE
SS,39,12,1,ssc-SS_ac-39_m-12_ccsl-1,FALSE
SS,39,12,-1,ssc-SS_ac-39_m-12_ccsl--1,FALSE
SS,39,12,12,ssc-SS_ac-39_m-12_ccsl-12,FALSE
SS,39,12,24,ssc-SS_ac-39_m-12_ccsl-24,FALSE
SS,39,12,3,ssc-SS_ac-39_m-12_ccsl-3,FALSE
SS,39,12,gen,ssc-SS_ac-39_m-12_ccsl-gen,FALSE
SS,39,24,1,ssc-SS_ac-39_m-24_ccsl-1,FALSE
SS,39,24,-1,ssc-SS_ac-39_m-24_ccsl--1,FALSE
SS,39,24,12,ssc-SS_ac-39_m-24_ccsl-12,FALSE
SS,39,24,24,ssc-SS_ac-39_m-24_ccsl-24,FALSE
SS,39,24,3,ssc-SS_ac-39_m-24_ccsl-3,FALSE
SS,39,24,gen,ssc-SS_ac-39_m-24_ccsl-gen,FALSE
